por,ADVL
toda,ACC
a,ACC
banda,ACC
-,>N
num,>N
ondear,ADVL
de,N<
vagas,>N
humanas,ADVL
",",PUnc
revoltas,CJT
",",PUnc
desencadeadas,ADVL
",",PUnc
estrepitosas,CJT
",",PUnc
arrebatando,ADVL
nas,>N
encostas,ADVL
",",PUnc
espraiando-se,ADVL
nas,N<PRED
planuras,>N
breves,ACC
",",PUnc
acachoando,ADVL
um,SUBJ
tumulto,ACC
nos,ACC
declives,N<
",",PUnc
represando-se,CJT
comprimidas,ADVL
nas,>N
quebradas,SUBJ
...,N<
Os,>N
jagunços,SUBJ
em,N<
roda,>N
fulminavam-nas,N<
",",PUnc
invisíveis,CJT
",",PUnc
concentrando-se,ADVL
lhes,N<
às,ACC
ilhargas,ACC
",",PUnc
talvez,ADVL
envolvendo-as,ADVL
...,N<
recuando,ADVL
talvez,N<
",",PUnc
talvez,N<
267,N<
Nada,N<
podia,N<
conjeturar-se,N<
.,PUnc
Os,ADVL
soldados,SUBJ
começaram,STA
",",PUnc
certo,CJT
",",PUnc
desde,ADVL
logo,ACC
a,ACC
conquistar,ADVL
bravamente,ADVL
o,ACC
terreno,ADVL
.,PUnc
Vingavam,STA
morros,STA
sucessivos,ADVL
.,PUnc
Pisavam,ADVL
de,STA
momento,STA
em,ADVL
momento,ADVL
à,ADVL
borda,ACC
de,N<
trincheiras,P<
",",PUnc
e,CO
no,N<
fundo,ADVL
destas,ADVL
os,ACC
cartuchos,ACC
detonados,P<
e,ACC
ardentes,CJT
delatavam-lhes,ADVL
a,A<
fuga,ACC
recente,P<
do,ADVL
inimigo,ADVL
.,PUnc
Mas,SUBJ
não,ADVL
sabiam,N<
no,ADVL
fim,ADVL
de,STA
algum,>N
tempo,ADVL
a,ADVL
direção,ADVL
real,N<
do,ADVL
próprio,N<
ataque,ACC
que,ACC
realizavam,N<
.,PUnc
A,SUBJ
réplica,STA
dos,ACC
adversários,P<
",",PUnc
por,CJT
sua,ADVL
vez,ADVL
",",PUnc
variando,ADVL
em,ADVL
todos,>N
os,ACC
rumos,ADVL
",",PUnc
parecia,N<PRED
adrede,ADVL
disposta,N<
a,ACC
desnorteá-los,ACC
.,PUnc
Apenas,SUBJ
no,N<
meio,SUBJ
da,ACC
ação,ACC
ela,SUBJ
se,ACC
patenteou,N<
-,>N
uniforme,N<PRED
e,ADVL
mais,CJT
bem,N<
definida,N<
-,>N
na,N<PRED
extrema,ADVL
direita,ADVL
",",PUnc
onde,ADVL
era,N<PRED
lícito,SUBJ
esperá-la,ADVL
tão,ADVL
constante,ADVL
",",PUnc
sugerindo,ADVL
o,ACC
pensamento,N<
de,N<
algum,ADVL
vigoroso,ACC
ataque,ACC
de,N<
flanco,ADVL
que,ACC
",",PUnc
se,SUBJ
fosse,ADVL
impulsionado,ADVL
com,ADVL
energia,ACC
",",PUnc
lançaria,N<PRED
inevitavelmente,STA
os,ACC
sertanejos,ACC
",",PUnc
triunfantes,ADVL
",",PUnc
dentro,N<PRED
dos,>N
batalhões,N<
desmantelados,N<
.,PUnc
Viu-se,N<
",",PUnc
porém,N<PRED
",",PUnc
que,SUBJ
aqueles,SUBJ
realizavam,N<
apenas,ACC
uma,SUBJ
demonstração,ADVL
ligeira,ADVL
",",PUnc
deixando,ADVL
escapar,ADVL
a,ACC
oportunidade,N<
para,ADVL
acometimento,N<
sério,ADVL
.,PUnc
Revelou-o,SUBJ
o,ACC
esquadrão,SUBJ
de,N<
lanceiros,ACC
num,>N
reconhecimento,ACC
temerário,N<
.,PUnc
Precipitando-se,SUBJ
velozmente,STA
naquela,STA
direção,ADVL
",",PUnc
deu,ADVL
de,N<
chofre,P<
",",PUnc
no,ADVL
tombar,ADVL
de,N<
uma,>N
encosta,P<
",",PUnc
com,N<PRED
cerca,N<
de,N<
oitenta,>N
jagunços,CJT
.,PUnc
Estavam,SUBJ
dentro,STA
de,N<
um,>N
curral,N<
",",PUnc
de,N<PRED
onde,ADVL
atiravam,N<
de,N<
soslaio,STA
sobre,ACC
a,ACC
tropa,N<
.,PUnc
Dispersou-os,SUBJ
a,STA
pontaços,N<
de,N<
lança,N<
e,ACC
a,>N
patas,ACC
de,N<
cavalos,P<
",",PUnc
numa,ADVL
carga,N<
violenta,ACC
.,PUnc
Subiu,STA
depois,ADVL
a,ACC
galope,CJT
",",PUnc
perseguindo-os,CJT
",",PUnc
por,ADVL
uma,>N
ladeira,N<PRED
menos,N<
abrupta,ACC
",",PUnc
até,STA
ao,>N
alto,ADVL
de,N<
um,SUBJ
dilatado,N<
platô,N<
",",PUnc
em,ADVL
rechã,STA
distendida,ACC
para,ADVL
nordeste,N<
.,PUnc
E,ADVL
o,ACC
arraial,N<
",",PUnc
a,ADVL
menos,ACC
de,N<
trezentos,N<
metros,N<
",",PUnc
apareceu-lhe,ADVL
inopinadamente,ADVL
",",PUnc
na,ACC
frente,ADVL
...,PUnc
Neste,ADVL
comenos,N<
",",PUnc
por,ADVL
sua,ADVL
vez,ADVL
",",PUnc
ali,CJT
chegavam,N<PRED
atropeladamente,STA
alguns,ADVL
pelotões,ACC
de,N<
infantaria,ACC
.,PUnc
A,ACC
situação,SUBJ
era,ACC
culminante,ADVL
.,PUnc
À,STA
fímbria,N<ARGO
das,>N
primeiras,>N
casas,ACC
esparsas,ACC
num,N<
recosto,ACC
fronteiro,ACC
a,ACC
cerca,ACC
de,N<
trezentos,ACC
metros,ACC
das,N<
igrejas,N<
",",PUnc
oferecia-se,CJT
aos,ADVL
combatentes,N<
área,SUBJ
mais,N<
desimpedida,N<
e,ACC
plana,CJT
.,PUnc
Estes,SUBJ
",",PUnc
porém,ADVL
",",PUnc
ali,ADVL
chegavam,STA
em,ADVL
grupos,P<
e,ADVL
sem,ACC
ordem,ADVL
",",PUnc
mal,CJT
repartidos,SUBJ
na,ACC
larga,ACC
divisão,ACC
das,>N
brigadas,N<
:,PUnc
a,N<PRED
5.ª,N<PRED
marchando,ADVL
pela,ADVL
direita,ADVL
",",PUnc
a,CJT
3.ª,CJT
e,CO
a,ACC
4.ª,>N
pelo,>N
centro,N<
e,ADVL
a,CJT
6.ª,CJT
",",PUnc
que,SUBJ
entrara,N<PRED
por,SUBJ
último,>N
na,N<
refrega,ACC
",",PUnc
pela,STA
esquerda,N<
",",PUnc
perlongando,ADVL
o,ADVL
rio,ACC
.,PUnc
Era,ADVL
o,ACC
momento,SUBJ
agudo,ADVL
do,ACC
combate,ACC
.,PUnc
Naquela,N<
eminência,N<
",",PUnc
a,CJT
tropa,SUBJ
",",PUnc
sobretudo,N<PRED
do,N<PRED
centro,N<
para,ADVL
a,N<
direita,P<
",",PUnc
completamente,ADVL
exposta,N<PRED
",",PUnc
estava,N<PRED
dominada,N<
pelas,>N
igrejas,N<
e,ACC
de,CJT
nível,CJT
com,SUBJ
a,>N
parte,>N
alta,ADVL
do,ADVL
arraial,N<
",",PUnc
que,SUBJ
se,SUBJ
alteia,N<
para,ADVL
o,ACC
norte,ADVL
.,PUnc
E,STA
deste,STA
último,ACC
ponto,SC
até,ADVL
ao,ADVL
extremo,ADVL
da,ADVL
praça,N<
",",PUnc
a,ADVL
oeste,N<PRED
-,>N
abrangendo,ADVL
todo,ADVL
o,ACC
quadrante,N<
em,ADVL
longura,P<
mínima,ACC
de,N<
dois,ADVL
quilômetros,ACC
",",PUnc
caiu-lhe,CJT
em,SUBJ
cima,ACC
",",PUnc
convergente,ADVL
",",PUnc
uma,ACC
fuzilaria,STA
tremenda,P<
.,PUnc
As,ADVL
brigadas,SUBJ
",",PUnc
entretanto,ADVL
",",PUnc
avançaram,STA
ainda,ADVL
.,PUnc
Mas,SUBJ
incoerentemente,STA
",",PUnc
num,N<PRED
dissipar,ADVL
improdutivo,N<
de,N<
valor,P<
e,ACC
de,N<
balas,CJT
",",PUnc
sem,N<PRED
a,ACC
retitude,ACC
de,N<
um,>N
plano,ACC
",",PUnc
sem,N<PRED
uniformidade,ADVL
na,>N
marcha,N<
.,PUnc
No,ADVL
torvelinho,SUBJ
das,N<
fileiras,N<
sobrevinham,N<
paralisações,ACC
súbitas,N<
.,PUnc
Cada,ADVL
soldado,SUBJ
tendo,ADVL
levado,ADVL
somente,ADVL
150,N<
cartuchos,P<
nas,N<
patronas,N<
gastara-os,>N
logo,N<
.,PUnc
De,ADVL
modo,ADVL
que,SUBJ
se,ACC
tornou,N<
necessária,ACC
a,OC
parada,SUBJ
de,N<
batalhões,SUBJ
inteiros,ACC
-,>N
em,ADVL
pleno,ADVL
conflito,ADVL
e,ADVL
na,CJT
eminência,ADVL
completamente,ADVL
batida,N<
-,>N
para,N<PRED
se,ADVL
abrir,ADVL
a,ACC
machado,>N
os,ACC
cunhetes,N<
de,N<
munições,P<
e,N<
distribuí-las,CJT
.,PUnc
Além,ADVL
disto,N<
",",PUnc
completando,ADVL
os,ACC
tiroteios,ADVL
nutridos,ADVL
que,ACC
irrompiam,N<
do,N<
arraial,N<
",",PUnc
onde,ADVL
cada,N<PRED
parede,N<
se,N<
rachava,N<
em,ADVL
seteiras,P<
",",PUnc
atrevidos,ADVL
guerrilheiros,ACC
afrontavam-se,N<
",",PUnc
de,N<PRED
perto,N<PRED
",",PUnc
com,N<PRED
os,>N
assaltantes,N<
",",PUnc
alvejando-os,>N
à,N<
queima-roupa,CJT
",",PUnc
abrindo-lhes,CJT
",",PUnc
em,CJT
descargas,STA
esparsas,P<
",",PUnc
claros,ADVL
assustadores,ADVL
.,PUnc
Batiam-nos,SUBJ
ainda,ADVL
pelo,ADVL
flanco,ADVL
direito,ADVL
.,PUnc
O,SUBJ
rarefeito,SUBJ
dos,SUBJ
estampidos,ACC
denunciava,N<
",",PUnc
naquela,ACC
banda,N<
",",N<
raros,CJT
franco-atiradores,ADVL
.,PUnc
Mas,SUBJ
estes,SUBJ
",",PUnc
embora,ADVL
diminutos,ADVL
",",PUnc
tolhiam,CJT
",",PUnc
pelo,ADVL
rigor,ADVL
das,ACC
pontarias,N<
",",N<
o,ACC
passo,SUBJ
a,>N
pelotões,ACC
inteiros,N<
.,PUnc
Di-lo,ADVL
episódio,STA
expressivo,ADVL
.,PUnc
268,N<
Tocaias,N<
dos,ACC
jagunços,N<
Foi,ADVL
no,ADVL
último,ADVL
arranco,SC
da,ACC
investida,ACC
.,PUnc
A,SUBJ
força,STA
",",PUnc
na,ADVL
ocasião,ADVL
fortalecida,ADVL
pela,STA
4.ª,N<
Brigada,SUBJ
tendo,ACC
à,ACC
frente,ADVL
o,N<
coronel,ACC
Carlos,ACC
Teles,SUBJ
",",ACC
cujo,ADVL
Estado-maior,SUBJ
quase,>N
todo,>N
baqueara,N<
",",PUnc
abalara,CJT
transpondo,ADVL
a,ACC
última,ADVL
ladeira,N<
",",PUnc
quando,ADVL
as,ADVL
seções,ADVL
extremas,ACC
daquele,ADVL
flanco,ADVL
",",PUnc
rudemente,ADVL
batidas,N<
",",PUnc
convergiam,N<PRED
em,ACC
acelerado,N<
para,ADVL
a,ACC
direita,P<
",",PUnc
na,ADVL
repulsa,N<PRED
a,ACC
adversários,ACC
que,SUBJ
não,N<
viam,N<
",",PUnc
na,>N
planura,ADVL
desnuda,ACC
e,ADVL
chata,N<
",",PUnc
que,SUBJ
as,N<PRED
vistas,N<
",",PUnc
entretanto,ADVL
",",PUnc
num,>N
lance,N<PRED
devassavam,N<
.,PUnc
Arremeteram,STA
",",PUnc
ao,ADVL
acaso,ADVL
",",PUnc
na,N<PRED
direção,ADVL
de,N<
um,>N
umbuzeiro,ACC
",",PUnc
frondente,N<PRED
ainda,ADVL
.,PUnc
Era,SUBJ
a,N<
única,ACC
árvore,ACC
que,ACC
ali,N<
aparecia,N<
.,PUnc
Os,>N
tiros,SUBJ
rápidos,SUBJ
",",PUnc
porém,ADVL
sucessivos,N<
como,ADVL
feitos,SUBJ
por,ADVL
um,SUBJ
homem,ADVL
único,ACC
",",PUnc
bateram-nas,CJT
",",PUnc
então,N<PRED
de,N<
frente,ACC
.,PUnc
Vararamnas,SUBJ
.,PUnc
desfalcaram-nas,STA
",",PUnc
derrubando,ADVL
",",PUnc
um,N<PRED
a,ACC
um,ACC
",",PUnc
inflexivelmente,CJT
",",PUnc
os,ACC
que,SUBJ
as,N<
formavam,N<
.,PUnc
Destes,SUBJ
",",PUnc
muitos,ADVL
",",PUnc
por,ADVL
fim,ADVL
",",PUnc
estacaram,STA
atônitos,ADVL
pelo,ADVL
inconceptível,N<
de,N<ARGO
um,ACC
fuzilamento,ACC
em,ADVL
plaino,ADVL
escampo,ACC
e,ADVL
limpo,CJT
",",PUnc
onde,ADVL
não,N<PRED
havia,N<
a,ACC
ondulação,SUBJ
mais,ADVL
ligeira,ACC
acobertando,ADVL
o,ACC
adversário,ACC
inexorável,N<
.,PUnc
Outros,SUBJ
",",PUnc
porém,CJT
",",PUnc
teimaram,ADVL
",",PUnc
correndo,ADVL
para,ADVL
a,ACC
árvore,P<
solitária,P<
.,PUnc
E,ACC
a,>N
alguns,N<
passos,ACC
dela,N<
",",PUnc
viram,CJT
afinal,STA
",",PUnc
à,ADVL
borda,ADVL
de,N<
uma,>N
cova,ACC
circular,ADVL
",",PUnc
ressurgir,ADVL
à,ADVL
flor,ACC
do,ADVL
chão,ADVL
um,ADVL
rosto,ACC
bronzeado,N<
e,N<
duro,CJT
.,PUnc
E,SUBJ
pulando,ADVL
do,ADVL
fojo,ADVL
",",PUnc
sem,ADVL
largar,ADVL
a,ACC
arma,ACC
",",PUnc
o,>N
jagunço,CJT
",",PUnc
escorregando,ADVL
célere,ADVL
ao,ADVL
viés,ADVL
da,N<
encosta,N<
",",PUnc
desapareceu,STA
embaixo,ADVL
no,ACC
afogado,ADVL
das,ACC
grotas,ACC
.,PUnc
Na,ADVL
trincheira,ADVL
soterrada,STA
trezentos,N<
e,ACC
tantos,CJT
cartuchos,>N
vazios,N<
diziam,ADVL
que,ACC
o,ACC
caçador,ACC
feroz,SUBJ
estivera,ADVL
largo,ADVL
tempo,ADVL
de,N<
tocaia,ADVL
naquela,SUBJ
espera,ADVL
ardilosamente,ADVL
escolhida,ACC
.,PUnc
Outras,SUBJ
",",PUnc
idênticas,CJT
",",PUnc
salpicando,ADVL
o,ACC
solo,ACC
",",PUnc
apareciam,STA
",",PUnc
salteadamente,STA
em,ADVL
roda,P<
.,PUnc
Em,ADVL
todas,ADVL
os,ACC
mesmos,ACC
restos,N<
de,N<
munições,ACC
revelavam,N<
a,ACC
estadia,N<
recente,N<
de,N<
um,>N
atirador,N<
.,PUnc
Eram,STA
como,OC
fogaças,SC
perigosas,SUBJ
",",PUnc
alastrando-se,CJT
por,ADVL
toda,ACC
a,ACC
banda,ADVL
.,PUnc
O,SUBJ
chão,SUBJ
explodia,ADVL
sob,ADVL
os,ACC
pés,ACC
da,ACC
tropa,N<
.,PUnc
Os,SUBJ
sertanejos,SUBJ
desalojados,SUBJ
desses,ADVL
esconderijos,N<
acolhiam-se,N<
",",PUnc
recuando,ADVL
",",PUnc
noutros,ADVL
.,PUnc
e,SUBJ
as,>N
novas,CJT
trincheiras,P<
arrebentavam,N<
logo,ACC
em,ADVL
descargas,P<
vivas,ACC
",",PUnc
até,ADVL
serem,ADVL
por,ADVL
sua,>N
vez,ADVL
abandonadas,ACC
-,>N
concentrando-se,SUBJ
pouco,ADVL
a,ACC
pouco,ACC
",",PUnc
aqueles,CJT
",",PUnc
no,ADVL
arraial,STA
",",PUnc
cujas,>N
primeiras,SUBJ
casas,N<
foram,N<
",",PUnc
ao,ADVL
cabo,ADVL
",",PUnc
atingidas,N<PRED
às,STA
dez,>N
horas,ADVL
da,N<
manhã,ADVL
.,PUnc
Arrumadas,SUBJ
a,ACC
leste,ACC
",",PUnc
derramaram-se,>N
aquelas,SUBJ
em,ADVL
lombada,P<
extensa,ACC
",",PUnc
expandida,ACC
mais,N<
ou,N<
menos,CJT
segundo,ADVL
a,PIV
meridiana,N<
e,ADVL
tendo,CJT
a,ACC
vertente,ADVL
ocidental,N<
suavemente,ADVL
descaída,N<
até,ACC
à,ACC
praça,>N
das,ACC
igrejas,ACC
",",PUnc
adiante,N<PRED
.,PUnc
A,SUBJ
força,SUBJ
chegou,STA
àquela,ADVL
situação,ADVL
dominante,ADVL
cobrindo-a,ADVL
de,N<
uma,>N
linha,ACC
descontínua,N<
e,>N
torcida,CJT
",",PUnc
que,SUBJ
se,N<PRED
alongava,N<
para,ADVL
a,ACC
esquerda,P<
até,ACC
ao,ADVL
Vaza-Barris,ADVL
.,PUnc
Em,ADVL
parte,ADVL
os,ACC
soldados,SUBJ
abrigaram-se,N<
então,ADVL
nos,ACC
casebres,P<
conquistados,P<
.,PUnc
A,ADVL
maioria,STA
",",PUnc
porém,CJT
",",PUnc
impelida,N<PRED
por,ADVL
oficiais,ADVL
",",PUnc
que,ACC
na,SUBJ
conjuntura,N<
se,ACC
revelaram,>N
dignos,ACC
de,N<
mais,>N
gloriosos,>N
feitos,ACC
",",PUnc
avançou,CJT
ainda,ADVL
",",PUnc
fulminada,ADVL
",",PUnc
num,>N
círculo,STA
de,N<
descargas,P<
",",PUnc
até,>N
aos,>N
fundos,ACC
da,ADVL
igreja,ADVL
velha,ADVL
.,PUnc
A,ADVL
6.ª,SUBJ
Brigada,N<
e,CO
o,>N
5.°,CJT
de,N<
Polícia,N<
",",PUnc
rompendo,ADVL
pelo,ADVL
álveo,ADVL
seco,ACC
do,ADVL
rio,ADVL
",",ADVL
completaram,SUBJ
esta,ADVL
acometida,ADVL
",",PUnc
que,SUBJ
foi,N<PRED
o,ACC
derradeiro,N<
ímpeto,ACC
da,N<
tropa,N<
.,PUnc
Dali,SUBJ
à,STA
frente,ADVL
ela,SUBJ
não,ADVL
deu,ADVL
mais,ADVL
um,>N
passo,ACC
.,PUnc
Conquistara,SUBJ
um,SUBJ
subúrbio,ACC
diminuto,ACC
da,N<
cidade,ACC
bárbara,N<
e,N<
sentia-se,ACC
impotente,ADVL
para,ADVL
ultimar,SUBJ
a,ACC
ação,ACC
.,PUnc
As,ADVL
baixas,SUBJ
avultaram,N<
.,PUnc
A,ADVL
retaguarda,SUBJ
",",PUnc
coalhada,N<PRED
de,N<
feridos,ACC
e,ACC
mortos,N<
",",PUnc
dava,ADVL
a,ACC
impressão,ACC
emocionante,ADVL
de,N<
uma,>N
derrota,ACC
.,PUnc
Por,SUBJ
entre,ADVL
eles,SA
passaram,N<
",",PUnc
contudo,CJT
",",PUnc
ainda,CJT
",",PUnc
impelidos,ACC
a,N<
pulso,N<
",",PUnc
os,ACC
dois,ADVL
Krupps,P<
.,PUnc
Postos,ADVL
logo,ADVL
depois,ADVL
em,ADVL
batalha,CJT
",",PUnc
sobranceiros,CJT
às,ADVL
igrejas,CJT
",",PUnc
iniciaram,CJT
um,>N
canhoneio,N<
firme,ADVL
-,>N
enquanto,ADVL
no,ADVL
alto,ADVL
da,ACC
Favela,N<
",",PUnc
coroado,ADVL
de,N<
fumo,ADVL
",",PUnc
estrugiam,N<PRED
dentro,ADVL
de,N<
uma,>N
cerração,N<
de,N<
tormenta,>N
as,ACC
baterias,ADVL
do,N<
coronel,ACC
Olímpio,ACC
da,ACC
Silveira,ADVL
.,PUnc
Mas,SUBJ
",",PUnc
batido,STA
pelas,>N
granadas,ACC
que,SUBJ
ali,N<
tombavam,N<
",",PUnc
mergulhantes,ADVL
",",PUnc
batido,CJT
pelas,SUBJ
fuzilarias,N<
",",PUnc
que,SUBJ
lhe,DAT
tomavam,N<
toda,ADVL
a,ACC
orla,ACC
do,N<
nascente,ADVL
",",PUnc
o,ACC
arraial,N<
recrudesceu,SUBJ
na,ADVL
réplica,ACC
.,PUnc
As,>N
balas,SUBJ
irradiando,N<
de,N<
lá,N<
",",PUnc
inúmeras,CJT
",",PUnc
varavam,STA
os,ACC
tabiques,ADVL
das,N<
casas,N<
",",PUnc
em,ADVL
que,SUBJ
se,ACC
acolhiam,N<
os,ACC
assaltantes,ADVL
",",PUnc
e,N<PRED
matavam-nos,>N
lá,ADVL
dentro,P<
.,PUnc
A,SUBJ
igreja,SUBJ
nova,N<
",",PUnc
à,ADVL
margem,ADVL
do,ADVL
rio,N<
",",PUnc
fulminava,N<PRED
a,PIV
6.ª,N<
Brigada,P<
.,PUnc
O,SUBJ
5.°,SUBJ
de,N<
Polícia,N<
",",PUnc
rudemente,ADVL
combatido,N<PRED
",",PUnc
caiu,STA
por,ADVL
fim,ADVL
numa,>N
grota,N<
estreita,ACC
e,N<
coleante,CJT
que,ACC
o,ACC
livrou,ACC
de,N<
um,ACC
fuzilamento,N<
em,ADVL
massa,ADVL
.,PUnc
269,N<
O,N<
sol,SUBJ
culminou,ACC
nesta,ADVL
situação,ACC
gravíssima,ACC
e,ADVL
dúbia,CJT
.,PUnc
A,ADVL
batalha,SUBJ
iniciada,N<
a,ACC
dois,ACC
quilômetros,ACC
continuava,N<
mais,N<
renhida,ACC
na,ACC
orla,ACC
do,N<
casario,ACC
.,PUnc
Neste,SUBJ
transe,ADVL
os,ACC
chefes,SUBJ
da,N<
3.ª,N<
e,ADVL
4.ª,>N
Brigadas,CJT
",",PUnc
que,SUBJ
se,SUBJ
tinham,N<
avantajado,ADVL
até,ADVL
ao,ADVL
cemitério,N<
junto,ADVL
à,ADVL
igreja,N<
velha,ADVL
",",PUnc
reclamaram,CJT
a,ADVL
presença,ACC
do,N<
general,ACC
Artur,ACC
Oscar,N<
.,PUnc
Este,ADVL
apareceu,STA
depois,ADVL
de,A<
fazer,P<
a,ACC
pé,N<
",",PUnc
mal,CJT
encoberto,N<PRED
pelas,ACC
casinhas,N<
esparsas,ACC
da,ADVL
vertente,ADVL
",",PUnc
uma,>N
travessia,N<PRED
que,ACC
foi,SUBJ
um,SUBJ
lance,N<
de,N<
bravura,ACC
.,PUnc
Ao,SUBJ
chegar,ADVL
encontrou,STA
",",PUnc
já,ADVL
gravemente,ADVL
feridos,ACC
dentro,N<
do,ADVL
próprio,N<
pouso,N<PRED
em,ADVL
que,ACC
se,ACC
haviam,ADVL
acolhido,N<
",",PUnc
o,ACC
coronel,N<PRED
Carlos,ACC
Teles,SUBJ
",",N<
o,ADVL
comandante,SUBJ
do,ADVL
5.°,ACC
de,N<
linha,ACC
e,ACC
o,>N
capitão,CJT
Antônio,N<
Sales,N<
.,PUnc
A,STA
conferência,SUBJ
-,>N
rápida,N<PRED
-,>N
realizou-se,ADVL
dentro,ADVL
do,N<
casebre,N<
exíguo,ACC
.,PUnc
Em,ADVL
tomo,ADVL
estalava,ACC
a,ACC
desordem,OC
:,PUnc
vibrações,N<PRED
de,N<PRED
tiros,N<
",",PUnc
tropear,ADVL
de,N<
carreiras,>N
doidas,P<
",",PUnc
notas,SUBJ
estrídulas,SUBJ
de,N<
cornetas,P<
",",PUnc
vozes,ADVL
precípites,N<
de,N<
comando,MV
",",PUnc
brados,N<PRED
de,N<
cólera,N<
",",PUnc
gritos,ADVL
de,N<
dor,N<
",",PUnc
imprecações,CJT
e,>N
gemidos,CJT
.,PUnc
O,>N
tumulto,SUBJ
.,PUnc
Desorganizados,SUBJ
os,ACC
batalhões,N<
",",PUnc
cada,N<PRED
um,ADVL
lutava,N<
pela,>N
vida,ACC
.,PUnc
Nos,SUBJ
grupos,SUBJ
combatentes,N<
reunidos,ACC
ao,ADVL
acaso,ADVL
",",PUnc
feitos,N<PRED
de,N<
praças,SUBJ
de,N<
todos,ADVL
os,ACC
corpos,ADVL
",",PUnc
adensando-se,ACC
por,ADVL
trás,ACC
de,N<
frágeis,>N
paredes,ACC
de,N<
taipa,>N
ou,ADVL
no,ACC
cunhal,N<
das,ACC
esquinas,N<
",",PUnc
batendo-se,ADVL
a,PIV
todo,>N
transe,ADVL
",",PUnc
fizera-se,ADVL
uma,>N
seleção,ACC
natural,N<
de,N<
valentes,P<
.,PUnc
Extintas,SUBJ
todas,ACC
as,N<
esperanças,N<
",",PUnc
o,>N
instinto,ADVL
animal,SUBJ
da,N<
conservação,N<
",",PUnc
como,SUBJ
sói,SUBJ
sempre,ADVL
acontecer,ADVL
nesses,ADVL
epílogos,ACC
sombrios,N<
dos,ACC
combates,N<
",",PUnc
vestia,ADVL
a,ADVL
clâmide,ACC
do,ADVL
heroísmo,ADVL
",",PUnc
desdobrando,ADVL
brutalmente,ADVL
a,ADVL
forma,ACC
primitiva,>N
da,ADVL
coragem,ACC
.,PUnc
Alheias,SUBJ
ao,ADVL
destino,N<
dos,ACC
outros,ACC
companheiros,N<
",",PUnc
reduzindo,ADVL
a,ADVL
batalha,N<
à,N<
área,ADVL
estreita,ADVL
em,ACC
que,ACC
jogavam,N<
a,N<
vida,ACC
",",PUnc
as,CJT
frações,ACC
combatentes,P<
atulhando,ADVL
os,ACC
tijupares,ACC
em,ADVL
cujas,>N
paredes,SUBJ
",",PUnc
como,N<PRED
os,SUBJ
jagunços,ADVL
",",PUnc
rasgavam,ADVL
seteiras,ACC
",",PUnc
negaceando,ADVL
nas,ADVL
esquinas,N<
",",PUnc
correndo,N<
desencontradamente,ADVL
pelos,ACC
claros,ADVL
das,ACC
vielas,P<
",",PUnc
com,N<PRED
o,>N
adversário,N<
a,ACC
dois,N<
passos,ACC
",",PUnc
enleados,N<PRED
quase,N<
em,ADVL
luta,P<
braço,ACC
a,ACC
braço,N<
",",PUnc
agiam,N<PRED
",",PUnc
à,ADVL
toa,CJT
",",PUnc
por,ADVL
conta,ACC
própria,N<
.,PUnc
Famintos,SUBJ
e,ADVL
agoniados,CJT
de,N<
sede,N<
",",PUnc
ao,ADVL
penetrarem,ADVL
as,>N
pequenas,>N
vivendas,P<
",",PUnc
dentro,CJT
das,N<PRED
quais,ADVL
no,ADVL
primeiro,>N
minuto,>N
nada,ACC
distinguiam,ADVL
",",PUnc
na,>N
penumbra,ADVL
dos,ACC
cômodos,ACC
estreitos,ACC
e,ADVL
sem,CJT
janelas,CJT
",",PUnc
olvidavam,N<PRED
o,ACC
morador,ACC
.,PUnc
Percorriam-nos,N<
",",PUnc
tateantes,N<PRED
",",PUnc
em,ADVL
busca,ADVL
de,N<ARGO
uma,>N
moringa,ACC
d'água,ACC
ou,SUBJ
um,N<PRED
cabaz,CJT
de,N<
farinha,N<
.,PUnc
E,STA
baqueavam,N<
",",PUnc
não,ADVL
raro,N<
",",PUnc
por,ADVL
um,N<PRED
disparo,ACC
à,ACC
queima-roupa,ACC
.,PUnc
Soldados,>N
possantes,N<
",",PUnc
que,SUBJ
vinham,N<
resfolegando,ADVL
de,N<
uma,>N
luta,>N
de,N<
quatro,>N
horas,ADVL
",",PUnc
caíram,CJT
",",PUnc
alguns,ADVL
mortos,N<
por,ADVL
mulheres,ACC
frágeis,ADVL
.,PUnc
Algumas,SUBJ
valiam,STA
homens,ACC
.,PUnc
Velhas,SUBJ
megeras,SUBJ
de,N<
tez,>N
baça,ACC
",",PUnc
faces,ADVL
murchas,CJT
",",PUnc
olhares,CJT
afuzilando,ADVL
faúlhas,ACC
",",PUnc
cabelos,CJT
corredios,SUBJ
e,ACC
soltos,CJT
",",PUnc
arremetiam,N<PRED
com,N<PRED
os,ACC
invasores,N<
num,>N
delírio,N<
de,N<
fúrias,P<
.,PUnc
E,ACC
quando,ADVL
se,ADVL
dobravam,ADVL
",",PUnc
sob,ADVL
o,ACC
pulso,ACC
daqueles,ADVL
",",PUnc
juguladas,CJT
e,STA
quase,>N
estranguladas,>N
pelas,SUBJ
mãos,ACC
potentes,N<
",",PUnc
arrastadas,N<PRED
pelos,ACC
cabelos,N<
",",PUnc
atiradas,CJT
ao,ADVL
chão,ADVL
e,ADVL
calcadas,CJT
pelo,ADVL
tacão,ADVL
dos,ACC
coturnos,N<
-,>N
não,ADVL
fraqueavam,N<
",",PUnc
morriam,STA
num,>N
estertor,ADVL
de,N<
feras,P<
",",PUnc
